hero,opponent,games,wins,losses,win_rate,source
Chou,Cici,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Chou,Gatotkaca,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Chou,Granger,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Chou,Bruno,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Hilda,Valentina,5,3,2,0.6,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Hilda,Bruno,4,0,4,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Hilda,Grock,4,0,4,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Hilda,Chou,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Hilda,Fredrinn,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Lunox,Akai,6,3,3,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Lunox,Mathilda,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Lunox,Kimmy,4,1,3,0.25,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Lunox,Harith,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Lunox,Cici,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Selena,Harith,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Selena,Cici,4,1,3,0.25,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Selena,Kimmy,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Selena,Lancelot,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Selena,Baxia,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Yu Zhong,Lapu-Lapu,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Yu Zhong,Gatotkaca,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Yu Zhong,Yi Sun-shin,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Yu Zhong,Granger,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Yu Zhong,Baxia,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Mathilda,Grock,5,3,2,0.6,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Mathilda,Granger,5,2,3,0.4,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Mathilda,Lunox,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Mathilda,Zhuxin,4,1,3,0.25,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Mathilda,Arlott,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
X.Borg,Baxia,5,4,1,0.8,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
X.Borg,Granger,3,3,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
X.Borg,Hylos,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
X.Borg,Lapu-Lapu,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
X.Borg,Pharsa,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Angela,Kalea,4,1,3,0.25,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Angela,Bruno,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Angela,Cici,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Angela,Khaleed,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Angela,Kimmy,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Gloo,Gatotkaca,4,2,2,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Gloo,Arlott,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Gloo,Fredrinn,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Gloo,Granger,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Gloo,Chip,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Beatrix,Fredrinn,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Beatrix,Harith,3,0,3,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Beatrix,Arlott,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Beatrix,Moskov,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Beatrix,Pharsa,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Wanwan,Gatotkaca,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Wanwan,Harith,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Wanwan,Irithel,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Wanwan,Lapu-Lapu,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Wanwan,Yi Sun-shin,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Ruby,Joy,4,1,3,0.25,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Ruby,Alice,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Ruby,Cici,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Ruby,Granger,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Ruby,Hylos,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Terizla,Claude,3,1,2,0.3333,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Terizla,Gatotkaca,3,0,3,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Terizla,Alice,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Terizla,Hilda,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Terizla,Lunox,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Chip,Lancelot,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Chip,Kimmy,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Chip,Gatotkaca,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Chip,Gloo,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Chip,Moskov,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Zetian,Kalea,5,1,4,0.2,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Zetian,Yi Sun-shin,3,0,3,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Zetian,Lunox,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Zetian,Bruno,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Zetian,Harith,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Bane,Alice,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Bane,Arlott,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Bane,Claude,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Bane,Harith,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Bane,Hayabusa,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Badang,Esmeralda,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Badang,Granger,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Badang,Grock,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Badang,Joy,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Badang,Selena,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Fanny,Kimmy,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Fanny,Akai,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Fanny,Harith,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Fanny,Hilda,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Fanny,Beatrix,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Kadita,Bruno,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Kadita,Yve,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Kadita,Gatotkaca,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Kadita,Akai,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Kadita,Baxia,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Guinevere,Granger,3,2,1,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Guinevere,Yve,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Guinevere,Angela,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Guinevere,Carmilla,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Guinevere,Chou,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Kagura,Fredrinn,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Kagura,Claude,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Kagura,Harith,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Kagura,Hylos,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Kagura,Khufra,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Natan,Gatotkaca,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Natan,Granger,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Natan,Yve,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Natan,Baxia,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Natan,Clint,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Franco,Cici,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Franco,Fredrinn,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Franco,Harith,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Franco,Akai,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Franco,Atlas,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Cecilion,Gatotkaca,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Cecilion,Harith,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Cecilion,Hylos,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Cecilion,Joy,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Cecilion,Kagura,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Novaria,Lapu-Lapu,2,2,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Novaria,Baxia,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Novaria,Belerick,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Novaria,Clint,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Novaria,Diggie,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Belerick,Granger,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Belerick,Arlott,2,0,2,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Belerick,Kalea,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Belerick,Lapu-Lapu,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Belerick,Selena,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Atlas,Baxia,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Atlas,Beatrix,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Atlas,Franco,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Atlas,Lapu-Lapu,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Atlas,Pharsa,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Brody,Valentina,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Brody,Baxia,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Brody,Granger,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Brody,Lapu-Lapu,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Brody,Yi Sun-shin,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Irithel,Wanwan,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Irithel,Esmeralda,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Irithel,Franco,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Irithel,Fredrinn,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Irithel,Pharsa,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Minotaur,Akai,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Minotaur,Harith,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Minotaur,Kalea,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Minotaur,Kimmy,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Minotaur,Lapu-Lapu,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Obsidia,Akai,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Obsidia,Arlott,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Obsidia,Bruno,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Obsidia,Gatotkaca,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Obsidia,Kimmy,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Thamuz,Gatotkaca,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Thamuz,Lapu-Lapu,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Thamuz,X.Borg,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Thamuz,Yi Sun-shin,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Thamuz,Zhuxin,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Vexana,Chip,2,1,1,0.5,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Vexana,Arlott,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Vexana,Faramis,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Vexana,Fredrinn,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Vexana,Natan,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Balmond,Atlas,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Balmond,Beatrix,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Balmond,Fanny,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Balmond,Uranus,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Balmond,Valentina,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Benedetta,Alice,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Benedetta,Claude,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Benedetta,Hayabusa,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Benedetta,Hylos,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Benedetta,Zhuxin,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Ixia,Alice,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Ixia,Claude,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Ixia,Grock,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Ixia,Lapu-Lapu,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Ixia,Zhuxin,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Lukas,Granger,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Lukas,Kalea,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Lukas,Lapu-Lapu,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Lukas,Selena,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Lukas,Yi Sun-shin,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Tigreal,Grock,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Tigreal,Hylos,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Tigreal,Joy,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Tigreal,Obsidia,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Tigreal,Zhuxin,1,1,0,1.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Alpha,Arlott,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Alpha,Joy,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Alpha,Khaleed,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Alpha,Wanwan,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Alpha,Zhuxin,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Barats,Fredrinn,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Barats,Grock,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Barats,Harith,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Barats,Phoveus,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Barats,Selena,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Carmilla,Arlott,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Carmilla,Bruno,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Carmilla,Gatotkaca,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Carmilla,Guinevere,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Carmilla,Kimmy,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Clint,Grock,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Clint,Natan,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Clint,Novaria,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Clint,X.Borg,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Clint,Yu Zhong,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Diggie,Grock,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Diggie,Natan,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Diggie,Novaria,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Diggie,X.Borg,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Diggie,Yu Zhong,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Faramis,Gatotkaca,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Faramis,Gloo,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Faramis,Lancelot,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Faramis,Moskov,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Faramis,Vexana,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Helcurt,Granger,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Helcurt,Hilda,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Helcurt,Hylos,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Helcurt,Joy,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Helcurt,Lunox,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Kaja,Esmeralda,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Kaja,Granger,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Kaja,Grock,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Kaja,Lancelot,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Kaja,Valentina,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Khufra,Beatrix,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Khufra,Chou,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Khufra,Kagura,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Khufra,Lancelot,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Khufra,Lapu-Lapu,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Ling,Bane,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Ling,Grock,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Ling,Hayabusa,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Ling,Lapu-Lapu,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Ling,Valentina,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Odette,Bruno,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Odette,Esmeralda,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Odette,Joy,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Odette,Khaleed,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Odette,Zhuxin,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Paquito,Granger,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Paquito,Hayabusa,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Paquito,Hilda,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Paquito,Yu Zhong,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Paquito,Yve,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Suyou,Bane,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Suyou,Esmeralda,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Suyou,Gatotkaca,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Suyou,Hayabusa,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Suyou,Kimmy,1,0,1,0.0,https://liquipedia.net/mobilelegends/MPL/LATAM/Season_4
Fredrinn,Paquito,17,10,7,0.5882000000000001,https://liquipedia.net/mobilelegends/MPL/Brazil/Season_5
Fredrinn,Baxia,14,8,6,0.5714,https://liquipedia.net/mobilelegends/MPL/Brazil/Season_5
Fredrinn,Beatrix,14,6,8,0.4286,https://liquipedia.net/mobilelegends/MPL/Brazil/Season_5
Fredrinn,Pharsa,12,7,5,0.5832999999999999,https://liquipedia.net/mobilelegends/MPL/Brazil/Season_5
Fredrinn,Terizla,11,7,4,0.6364,https://liquipedia.net/mobilelegends/MPL/Brazil/Season_5
Valentina,Pharsa,15,9,6,0.6,https://liquipedia.net/mobilelegends/MPL/Brazil/Season_5
Valentina,Khufra,14,9,5,0.6429,https://liquipedia.net/mobilelegends/MPL/Brazil/Season_5
Valentina,Yve,14,6,8,0.4286,https://liquipedia.net/mobilelegends/MPL/Brazil/Season_5
Valentina,Terizla,14,5,9,0.35710000000000003,https://liquipedia.net/mobilelegends/MPL/Brazil/Season_5
Valentina,Beatrix,12,8,4,0.6667000000000001,https://liquipedia.net/mobilelegends/MPL/Brazil/Season_5
Beatrix,Terizla,16,8,8,0.5,https://liquipedia.net/mobilelegends/MPL/Brazil/Season_5
Beatrix,Fredrinn,14,8,6,0.5714,https://liquipedia.net/mobilelegends/MPL/Brazil/Season_5
Beatrix,Karrie,12,6,6,0.5,https://liquipedia.net/mobilelegends/MPL/Brazil/Season_5
Beatrix,Valentina,12,4,8,0.3333,https://liquipedia.net/mobilelegends/MPL/Brazil/Season_5
